1,1,0.1
1,1,0.14381
1,1,0.18507
1,1,0.23058
1,1,0.26966
1,1,0.31164
1,1,0.35366
1,1,0.39498
1,1,0.43642
1,1,0.48031
1,1,0.52129
1,1,0.5643
1,1,0.60625
1,1,0.64883
1,1,0.69583
1,1,0.73752
1,1,0.78228
1,1,0.82521
1,1,0.86814
1,1,0.90692
1,1,0.95196
1,1,0.99515
1,1,1.0371
1,1,1.08
1,1,1.1226
1,1,1.1694
1,1,1.2099
1,1,1.2516
1,1,1.295
1,1,1.3418
1,1,1.3852
1,1,1.4305
1,1,1.4749
1,1,1.5193
1,1,1.5649
1,1,1.6127
1,1,1.6559
1,1,1.6981
1,1,1.7414
1,1,1.7836
1,1,1.8215
1,1,1.8641
1,1,1.9073
1,1,1.9494
1,1,1.9918
1,1,2.0373
1,1,2.0803
1,1,2.1231
1,1,2.1646
1,1,2.2062
1,1,2.2489
1,1,2.292
1,1,2.3357
1,1,2.382
1,1,2.4278
1,1,2.4681
1,1,2.5147
1,1,2.5555
1,1,2.6038
1,1,2.6471
1,1,2.689
1,1,2.7276
1,1,2.7696
1,1,2.8157
1,1,2.8577
1,1,2.8996
1,1,2.9396
1,1,2.98
1,1,3.0216
1,1,3.0652
1,1,3.1037
1,1,3.1479
1,1,3.1898
1,1,3.2343
1,1,3.2772
1,1,3.3191
1,1,3.363
1,1,3.407
1,1,3.4542
1,1,3.4942
1,1,3.5356
1,1,3.5758
1,1,3.6175
1,1,3.6592
1,1,3.7012
1,1,3.743
1,1,3.7848
1,1,3.8271
1,1,3.8709
1,1,3.9161
1,1,3.9582
1,1,4.005
1,1,4.0497
1,1,4.0952
1,1,4.1359
1,1,4.1749
1,1,4.2184
1,1,4.262
1,1,4.3012
1,1,4.3409
1,1,4.3845
1,1,4.4296
1,1,4.4754
1,1,4.5163
1,1,4.5604
1,1,4.6046
1,1,4.6474
1,1,4.688
1,1,4.7285
1,1,4.7729
1,1,4.8122
1,1,4.8544
1,1,4.8975
1,1,4.9427
1,1,4.9848
1,1,5.0247
1,1,5.0683
