1,1,0.1
1,1,0.12599
1,1,0.15108
1,1,0.18267
1,1,0.21038
1,1,0.23675
1,1,0.26403
1,1,0.2914
1,1,0.31585
1,1,0.34214
1,1,0.37014
1,1,0.39746
1,1,0.42246
1,1,0.44907
1,1,0.47614
1,1,0.50352
1,1,0.5285
1,1,0.55612
1,1,0.58548
1,1,0.61058
1,1,0.63845
1,1,0.66756
1,1,0.69535
1,1,0.72343
1,1,0.75005
1,1,0.77707
1,1,0.80278
1,1,0.82989
1,1,0.85641
1,1,0.88278
1,1,0.91203
1,1,0.93914
1,1,0.96728
1,1,0.99506
1,1,1.0209
1,1,1.0456
1,1,1.071
1,1,1.0986
1,1,1.1255
1,1,1.1538
1,1,1.1805
1,1,1.206
1,1,1.2334
1,1,1.2622
1,1,1.2898
1,1,1.3168
1,1,1.3435
1,1,1.3725
1,1,1.4011
1,1,1.4277
1,1,1.4532
1,1,1.4792
1,1,1.5069
1,1,1.5327
1,1,1.5595
1,1,1.5866
1,1,1.6129
1,1,1.6394
1,1,1.6663
1,1,1.6928
1,1,1.7183
1,1,1.7466
1,1,1.7726
1,1,1.8013
1,1,1.8281
1,1,1.8549
1,1,1.884
1,1,1.9116
1,1,1.9383
1,1,1.9645
1,1,1.991
1,1,2.0189
1,1,2.0473
1,1,2.0746
1,1,2.1012
1,1,2.1289
1,1,2.1571
1,1,2.1838
1,1,2.2131
1,1,2.2399
1,1,2.2683
1,1,2.2969
1,1,2.3243
1,1,2.3514
1,1,2.3799
1,1,2.4047
1,1,2.432
1,1,2.4594
1,1,2.4872
1,1,2.5132
1,1,2.5386
1,1,2.5623
1,1,2.5903
1,1,2.619
1,1,2.6457
1,1,2.6762
1,1,2.7026
1,1,2.7281
1,1,2.7552
1,1,2.7826
1,1,2.8108
1,1,2.8382
1,1,2.8645
1,1,2.8897
1,1,2.9161
1,1,2.9415
1,1,2.9698
1,1,2.9969
1,1,3.0217
1,1,3.0495
1,1,3.0755
1,1,3.1046
1,1,3.1319
1,1,3.1595
1,1,3.1857
1,1,3.2137
1,1,3.2411
1,1,3.2686
1,1,3.2955
1,1,3.3236
1,1,3.3476
1,1,3.3751
1,1,3.4038
1,1,3.4308
1,1,3.4588
1,1,3.4853
1,1,3.5128
1,1,3.5393
1,1,3.5681
1,1,3.596
1,1,3.6252
1,1,3.6524
1,1,3.6796
1,1,3.7073
1,1,3.7365
1,1,3.7605
1,1,3.7855
1,1,3.8145
1,1,3.8444
1,1,3.8714
1,1,3.9005
1,1,3.9307
1,1,3.9583
1,1,3.9849
1,1,4.0115
1,1,4.0385
1,1,4.0668
1,1,4.0939
1,1,4.1239
1,1,4.1507
1,1,4.177
1,1,4.205
1,1,4.2326
1,1,4.2605
1,1,4.2849
1,1,4.312
1,1,4.3368
1,1,4.3643
1,1,4.3926
1,1,4.4215
1,1,4.4498
1,1,4.4777
1,1,4.5061
1,1,4.5333
1,1,4.5605
1,1,4.5891
1,1,4.6179
1,1,4.6445
1,1,4.6694
1,1,4.6935
1,1,4.7186
1,1,4.7445
1,1,4.7724
1,1,4.7986
1,1,4.8257
1,1,4.8535
1,1,4.8789
1,1,4.905
1,1,4.9312
1,1,4.9574
1,1,4.9841
1,1,5.0124
1,1,5.039
1,1,5.0672
