1,1,0.1
1,1,0.17738
1,1,0.238
1,1,0.30791
1,1,0.38041
1,1,0.44689
1,1,0.51643
1,1,0.58625
1,1,0.65341
1,1,0.72508
1,1,0.79852
1,1,0.86852
1,1,0.93903
1,1,1.0064
1,1,1.0795
1,1,1.1484
1,1,1.2192
1,1,1.2924
1,1,1.3606
1,1,1.4292
1,1,1.4988
1,1,1.5672
1,1,1.632
1,1,1.7029
1,1,1.7672
1,1,1.8354
1,1,1.8997
1,1,1.9735
1,1,2.043
1,1,2.1139
1,1,2.1822
1,1,2.2569
1,1,2.3247
1,1,2.398
1,1,2.4712
1,1,2.5386
1,1,2.6093
1,1,2.679
1,1,2.7555
1,1,2.8213
1,1,2.8851
1,1,2.9554
1,1,3.0213
1,1,3.0884
1,1,3.1588
1,1,3.2236
1,1,3.2965
1,1,3.3672
1,1,3.4413
1,1,3.5095
1,1,3.5819
1,1,3.6472
1,1,3.7173
1,1,3.7904
1,1,3.8574
1,1,3.927
1,1,4.0018
1,1,4.0684
1,1,4.1337
1,1,4.2062
1,1,4.2754
1,1,4.3408
1,1,4.4069
1,1,4.4773
1,1,4.5474
1,1,4.6154
1,1,4.6855
1,1,4.7566
1,1,4.8233
1,1,4.8915
1,1,4.9582
1,1,5.0321
1,1,5.0969
